Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_VA3481AA	103003016	ERR4843286;ILLUMINA;Paired;300;ERX4713072;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577638	ERS5335978	2021-05-13	2021-05-11	ESC_VA3481AA	NaN	522	ST522 Cplx			10	23	109	8	8	8	2
ESC_VA3482AA	103003014	ERR4843285;ILLUMINA;Paired;300;ERX4713071;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577637	ERS5335977	2021-05-13	2021-05-11	ESC_VA3482AA	NaN	189	ST165 Cplx	A		10	27	5	10	12	8	49
ESC_VA3483AA	103003012	ERR4843284;ILLUMINA;Paired;300;ERX4713070;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577636	ERS5335976	2021-05-13	2021-05-11	ESC_VA3483AA	NaN	1485	ST648 Cplx			92	231	87	96	70	58	2
ESC_VA3484AA	103003010	ERR4843283;ILLUMINA;Paired;300;ERX4713069;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577635	ERS5335975	2021-05-13	2021-05-11	ESC_VA3484AA	NaN	48	ST10 Cplx	A		6	11	4	8	8	8	2
ESC_VA3485AA	103003008	ERR4843282;ILLUMINA;Paired;300;ERX4713068;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577634	ERS5335974	2021-05-13	2021-05-11	ESC_VA3485AA	NaN	4512		AxB1		6	282	230	1	8	8	311
ESC_VA3486AA	103003006	ERR4843281;ILLUMINA;Paired;300;ERX4713067;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577633	ERS5335973	2021-05-13	2021-05-11	ESC_VA3486AA	NaN	5542	ST10 Cplx			6	11	4	8	8	8	194
ESC_VA3487AA	103003004	ERR4843280;ILLUMINA;Paired;300;ERX4713066;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577632	ERS5335972	2021-05-13	2021-05-11	ESC_VA3487AA	NaN	354	ST354 Cplx			85	88	78	29	59	58	62
ESC_VA3488AA	103003002	ERR4843279;ILLUMINA;Paired;300;ERX4713065;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577631	ERS5335971	2021-05-13	2021-05-11	ESC_VA3488AA	NaN	398	ST398 Cplx			64	7	1	1	8	8	6
ESC_VA3489AA	102803020	ERR4843278;ILLUMINA;Paired;300;ERX4713064;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577630	ERS5335970	2021-05-13	2021-05-11	ESC_VA3489AA	NaN	40	ST40 Cplx	B1		6	4	5	26	20	8	14
ESC_VA3490AA	102803018	ERR4843277;ILLUMINA;Paired;300;ERX4713063;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577629	ERS5335969	2021-05-13	2021-05-11	ESC_VA3490AA	NaN	226	ST226 Cplx	A		10	27	5	8	8	7	2
ESC_VA3491AA	102803016	ERR4843276;ILLUMINA;Paired;300;ERX4713062;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577628	ERS5335968	2021-05-13	2021-05-11	ESC_VA3491AA	NaN	40	ST40 Cplx	B1		6	4	5	26	20	8	14
ESC_VA3492AA	102803014	ERR4843275;ILLUMINA;Paired;300;ERX4713061;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577627	ERS5335967	2021-05-13	2021-05-11	ESC_VA3492AA	NaN	1141	ST10 Cplx	A		10	11	183	8	8	8	2
ESC_VA3493AA	102803012	ERR4843274;ILLUMINA;Paired;300;ERX4713060;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577626	ERS5335966	2021-05-13	2021-05-11	ESC_VA3493AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3494AA	102803010	ERR4843273;ILLUMINA;Paired;300;ERX4713059;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577625	ERS5335965	2021-05-13	2021-05-11	ESC_VA3494AA	NaN	1141	ST10 Cplx	A		10	11	183	8	8	8	2
ESC_VA3495AA	102803008	ERR4843272;ILLUMINA;Paired;300;ERX4713058;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577624	ERS5335964	2021-05-13	2021-05-11	ESC_VA3495AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3496AA	102803006	ERR4843271;ILLUMINA;Paired;300;ERX4713057;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577623	ERS5335963	2021-05-13	2021-05-11	ESC_VA3496AA	NaN	7013		A		10	27	125	12	12	18	2
ESC_VA3497AA	102803004	ERR4843270;ILLUMINA;Paired;300;ERX4713056;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577622	ERS5335962	2021-05-13	2021-05-12	ESC_VA3497AA	NaN	1141	ST10 Cplx	A		10	11	183	8	8	8	2
ESC_VA3498AA	102803002	ERR4843269;ILLUMINA;Paired;300;ERX4713055;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577621	ERS5335961	2021-05-13	2021-05-11	ESC_VA3498AA	NaN	69	ST69 Cplx	D		21	35	27	6	5	5	4
ESC_VA3499AA	102702020	ERR4843268;ILLUMINA;Paired;300;ERX4713054;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577620	ERS5335960	2021-05-13	2021-05-11	ESC_VA3499AA	NaN	101	ST101 Cplx	B1		43	41	15	18	11	7	6
ESC_VA3500AA	102702018	ERR4843267;ILLUMINA;Paired;300;ERX4713053;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577619	ERS5335959	2021-05-13	2021-05-11	ESC_VA3500AA	NaN	2144				6	6	15	56	11	26	6
ESC_VA3501AA	102702016	ERR4843266;ILLUMINA;Paired;300;ERX4713052;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577618	ERS5335958	2021-05-13	2021-05-11	ESC_VA3501AA	NaN	88	ST23 Cplx	B1		6	4	12	1	20	12	7
ESC_VA3502AA	102702014	ERR4843265;ILLUMINA;Paired;300;ERX4713051;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577617	ERS5335957	2021-05-13	2021-05-11	ESC_VA3502AA	NaN	12189		A		112	11	5	12	1135	8	86
ESC_VA3503AA	102702012	ERR4843264;ILLUMINA;Paired;300;ERX4713050;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577616	ERS5335956	2021-05-13	2021-05-11	ESC_VA3503AA	NaN	847				6	6	5	26	9	13	98
ESC_VA3504AA	102702010	ERR4843263;ILLUMINA;Paired;300;ERX4713049;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577615	ERS5335955	2021-05-13	2021-05-11	ESC_VA3504AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3505AA	102702008	ERR4843262;ILLUMINA;Paired;300;ERX4713048;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577614	ERS5335954	2021-05-13	2021-05-11	ESC_VA3505AA	NaN	58	ST155 Cplx	AxB1		6	4	4	16	24	8	14
ESC_VA3506AA	102702006	ERR4843261;ILLUMINA;Paired;300;ERX4713047;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577613	ERS5335953	2021-05-13	2021-05-11	ESC_VA3506AA	NaN	156	ST156 Cplx	AxB1		6	29	32	16	11	8	44
ESC_VA3507AA	102702004	ERR4843260;ILLUMINA;Paired;300;ERX4713046;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577612	ERS5335952	2021-05-13	2021-05-11	ESC_VA3507AA	NaN	117		ABD		20	45	41	43	5	32	2
ESC_VA3508AA	102702002	ERR4843259;ILLUMINA;Paired;300;ERX4713045;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577611	ERS5335951	2021-05-13	2021-05-11	ESC_VA3508AA	NaN	117		ABD		20	45	41	43	5	32	2
ESC_VA3509AA	102302020	ERR4843258;ILLUMINA;Paired;300;ERX4713044;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577610	ERS5335950	2021-05-13	2021-05-11	ESC_VA3509AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3510AA	102302018	ERR4843257;ILLUMINA;Paired;300;ERX4713043;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577609	ERS5335949	2021-05-13	2021-05-11	ESC_VA3510AA	NaN	56	ST155 Cplx	B1		6	4	4	18	24	5	14
ESC_VA3511AA	102302016	ERR4843256;ILLUMINA;Paired;300;ERX4713042;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577608	ERS5335948	2021-05-13	2021-05-11	ESC_VA3511AA	NaN	101	ST101 Cplx	B1		43	41	15	18	11	7	6
ESC_VA3512AA	102302014	ERR4843255;ILLUMINA;Paired;300;ERX4713041;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577607	ERS5335947	2021-05-13	2021-05-11	ESC_VA3512AA	NaN	1607		ABD		12	260	176	117	24	2	2
ESC_VA3513AA	102302012	ERR4843254;ILLUMINA;Paired;300;ERX4713040;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577606	ERS5335946	2021-05-13	2021-05-11	ESC_VA3513AA	NaN	12190	ST206 Cplx			6	7	5	8	8	18	487
ESC_VA3514AA	102302010	ERR4843253;ILLUMINA;Paired;300;ERX4713039;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577605	ERS5335945	2021-05-13	2021-05-11	ESC_VA3514AA	NaN	4252		ABD		57	11	1	454	7	8	2
ESC_VA3515AA	102302006	ERR4843252;ILLUMINA;Paired;300;ERX4713038;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577604	ERS5335944	2021-05-13	2021-05-11	ESC_VA3515AA	NaN	58	ST155 Cplx	AxB1		6	4	4	16	24	8	14
ESC_VA3516AA	102302004	ERR4843251;ILLUMINA;Paired;300;ERX4713037;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577603	ERS5335943	2021-05-13	2021-05-11	ESC_VA3516AA	NaN	88	ST23 Cplx	B1		6	4	12	1	20	12	7
ESC_VA3517AA	102302002	ERR4843250;ILLUMINA;Paired;300;ERX4713036;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577602	ERS5335942	2021-05-13	2021-05-11	ESC_VA3517AA	NaN	4175				195	239	26	446	169	163	2
ESC_VA3518AA	101702020	ERR4843249;ILLUMINA;Paired;300;ERX4713035;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577601	ERS5335941	2021-05-13	2021-05-11	ESC_VA3518AA	NaN	93	ST168 Cplx	A		6	11	4	10	7	8	6
ESC_VA3519AA	101702018	ERR4843248;ILLUMINA;Paired;300;ERX4713034;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577600	ERS5335940	2021-05-13	2021-05-11	ESC_VA3519AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3520AA	101702016	ERR4843247;ILLUMINA;Paired;300;ERX4713033;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577599	ERS5335939	2021-05-13	2021-05-11	ESC_VA3520AA	NaN	542		A		112	11	5	12	8	8	86
ESC_VA3521AA	101702014	ERR4843246;ILLUMINA;Paired;300;ERX4713032;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577598	ERS5335938	2021-05-13	2021-05-11	ESC_VA3521AA	NaN	542		A		112	11	5	12	8	8	86
ESC_VA3522AA	101702012	ERR4843245;ILLUMINA;Paired;300;ERX4713031;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577597	ERS5335937	2021-05-13	2021-05-11	ESC_VA3522AA	NaN	398	ST398 Cplx			64	7	1	1	8	8	6
ESC_VA3523AA	101702010	ERR4843244;ILLUMINA;Paired;300;ERX4713030;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577596	ERS5335936	2021-05-13	2021-05-11	ESC_VA3523AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3524AA	101702008	ERR4843243;ILLUMINA;Paired;300;ERX4713029;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577595	ERS5335935	2021-05-13	2021-05-11	ESC_VA3524AA	NaN	48	ST10 Cplx	A		6	11	4	8	8	8	2
ESC_VA3525AA	101702006	ERR4843242;ILLUMINA;Paired;300;ERX4713028;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577594	ERS5335934	2021-05-13	2021-05-11	ESC_VA3525AA	NaN	1607		ABD		12	260	176	117	24	2	2
ESC_VA3526AA	101702004	ERR4843241;ILLUMINA;Paired;300;ERX4713027;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577593	ERS5335933	2021-05-13	2021-05-11	ESC_VA3526AA	NaN	542		A		112	11	5	12	8	8	86
ESC_VA3527AA	101702002	ERR4843240;ILLUMINA;Paired;300;ERX4713026;SRA	Livestock	Swine	Sus scrofa domesticus; swine	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577592	ERS5335932	2021-05-13	2021-05-11	ESC_VA3527AA	NaN	2466		AxB1		278	11	5	1	8	8	6
ESC_VA3528AA	101403020	ERR4843239;ILLUMINA;Paired;300;ERX4713025;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577591	ERS5335931	2021-05-13	2021-05-11	ESC_VA3528AA	NaN	366				6	4	15	1	22	8	7
ESC_VA3529AA	101403016	ERR4843238;ILLUMINA;Paired;300;ERX4713024;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577590	ERS5335930	2021-05-13	2021-05-11	ESC_VA3529AA	NaN	1485	ST648 Cplx			92	231	87	96	70	58	2
ESC_VA3530AA	101403014	ERR4843237;ILLUMINA;Paired;300;ERX4713023;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577589	ERS5335929	2021-05-13	2021-05-11	ESC_VA3530AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3531AA	101403012	ERR4843236;ILLUMINA;Paired;300;ERX4713022;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577588	ERS5335928	2021-05-13	2021-05-11	ESC_VA3531AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_VA3532AA	101403010	ERR4843235;ILLUMINA;Paired;300;ERX4713021;SRA	Poultry	Poultry	Gallus gallus; poultry	2015				Europe	Netherlands					52.1326	5.2913	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB41365	ERP125130		SAMEA7577587	ERS5335927	2021-05-13	2021-05-11	ESC_VA3532AA	NaN	522	ST522 Cplx			10	23	109	8	8	8	2
