"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_HB0581AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630166;ILLUMINA;Paired;;ERX11032289;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939686","ERS15933941","2023-09-16","2023-09-15","ESC_HB0581AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0582AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630150;ILLUMINA;Paired;;ERX11032273;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939685","ERS15933940","2023-09-16","2023-09-15","ESC_HB0582AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0584AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630121;ILLUMINA;Paired;;ERX11032244;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939683","ERS15933938","2023-09-16","2023-09-15","ESC_HB0584AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0587AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630083;ILLUMINA;Paired;;ERX11032206;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939681","ERS15933936","2023-09-16","2023-09-15","ESC_HB0587AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0589AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630062;ILLUMINA;Paired;;ERX11032185;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939679","ERS15933934","2023-09-16","2023-09-15","ESC_HB0589AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0590AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630051;ILLUMINA;Paired;;ERX11032174;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939678","ERS15933933","2023-09-16","2023-09-15","ESC_HB0590AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0591AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630033;ILLUMINA;Paired;;ERX11032156;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939677","ERS15933932","2023-09-16","2023-09-15","ESC_HB0591AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0593AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630002;ILLUMINA;Paired;;ERX11032125;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939675","ERS15933930","2023-09-16","2023-09-15","ESC_HB0593AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0594AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629986;ILLUMINA;Paired;;ERX11032109;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939674","ERS15933929","2023-09-16","2023-09-15","ESC_HB0594AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0596AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629962;ILLUMINA;Paired;;ERX11032085;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939670","ERS15933925","2023-09-16","2023-09-15","ESC_HB0596AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0597AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629950;ILLUMINA;Paired;;ERX11032073;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939669","ERS15933924","2023-09-16","2023-09-15","ESC_HB0597AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0598AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629938;ILLUMINA;Paired;;ERX11032061;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939884","ERS15934139","2023-09-16","2023-09-15","ESC_HB0598AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0600AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629910;ILLUMINA;Paired;;ERX11032033;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939667","ERS15933922","2023-09-16","2023-09-15","ESC_HB0600AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0601AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629902;ILLUMINA;Paired;;ERX11032025;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939665","ERS15933920","2023-09-16","2023-09-15","ESC_HB0601AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0603AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629880;ILLUMINA;Paired;;ERX11032003;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939664","ERS15933919","2023-09-16","2023-09-15","ESC_HB0603AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0606AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629847;ILLUMINA;Paired;;ERX11031970;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939661","ERS15933916","2023-09-16","2023-09-15","ESC_HB0606AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0608AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629816;ILLUMINA;Paired;;ERX11031939;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939659","ERS15933914","2023-09-16","2023-09-15","ESC_HB0608AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0609AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629803;ILLUMINA;Paired;;ERX11031926;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939658","ERS15933913","2023-09-16","2023-09-15","ESC_HB0609AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0610AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629793;ILLUMINA;Paired;;ERX11031916;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939657","ERS15933912","2023-09-16","2023-09-15","ESC_HB0610AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0611AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629779;ILLUMINA;Paired;;ERX11031902;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939672","ERS15933927","2023-09-16","2023-09-15","ESC_HB0611AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0612AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11629773;ILLUMINA;Paired;;ERX11031896;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939671","ERS15933926","2023-09-16","2023-09-15","ESC_HB0612AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0616AA","NCTC_13846","ERR11629725;ILLUMINA;Paired;;ERX11031848;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939752","ERS15934007","2023-09-16","2023-09-15","ESC_HB0616AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0618AA","NCTC_13846","ERR11629697;ILLUMINA;Paired;;ERX11031820;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939750","ERS15934005","2023-09-16","2023-09-15","ESC_HB0618AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0622AA","NCTC_13846","ERR11629371;ILLUMINA;Paired;;ERX11031494;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939904","ERS15934159","2023-09-16","2023-09-15","ESC_HB0622AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0623AA","NCTC_13846","ERR11629342;ILLUMINA;Paired;;ERX11031465;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939903","ERS15934158","2023-09-16","2023-09-15","ESC_HB0623AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0624AA","NCTC_13846","ERR11629276;ILLUMINA;Paired;;ERX11031399;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939902","ERS15934157","2023-09-16","2023-09-15","ESC_HB0624AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0626AA","NCTC_13846","ERR11629208;ILLUMINA;Paired;;ERX11031331;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939901","ERS15934156","2023-09-16","2023-09-15","ESC_HB0626AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0628AA","NCTC_13846","ERR11629183;ILLUMINA;Paired;;ERX11031306;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939749","ERS15934004","2023-09-16","2023-09-15","ESC_HB0628AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0632AA","NCTC_13846","ERR11629163;ILLUMINA;Paired;;ERX11031286;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939899","ERS15934154","2023-09-16","2023-09-15","ESC_HB0632AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0634AA","NCTC_13846","ERR11629152;ILLUMINA;Paired;;ERX11031275;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939898","ERS15934153","2023-09-16","2023-09-15","ESC_HB0634AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0635AA","NCTC_13846","ERR11629140;ILLUMINA;Paired;;ERX11031263;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939897","ERS15934152","2023-09-16","2023-09-15","ESC_HB0635AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0637AA","NCTC_13846","ERR11628336;ILLUMINA;Paired;;ERX11030459;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939895","ERS15934150","2023-09-16","2023-09-15","ESC_HB0637AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0640AA","NCTC_13846","ERR11628308;ILLUMINA;Paired;;ERX11030431;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939745","ERS15934000","2023-09-16","2023-09-15","ESC_HB0640AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0641AA","NCTC_13846","ERR11628305;ILLUMINA;Paired;;ERX11030428;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939744","ERS15933999","2023-09-16","2023-09-15","ESC_HB0641AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0642AA","NCTC_13846","ERR11628296;ILLUMINA;Paired;;ERX11030419;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939743","ERS15933998","2023-09-16","2023-09-15","ESC_HB0642AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0648AA","NCTC_13846","ERR11627558;ILLUMINA;Paired;;ERX11029681;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939737","ERS15933992","2023-09-16","2023-09-15","ESC_HB0648AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0651AA","NCTC_13846","ERR11627537;ILLUMINA;Paired;;ERX11029660;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939734","ERS15933989","2023-09-16","2023-09-15","ESC_HB0651AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0652AA","NCTC_13846","ERR11627530;ILLUMINA;Paired;;ERX11029653;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939733","ERS15933988","2023-09-16","2023-09-15","ESC_HB0652AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0653AA","NCTC_13846","ERR11627527;ILLUMINA;Paired;;ERX11029650;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939732","ERS15933987","2023-09-16","2023-09-15","ESC_HB0653AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0655AA","NCTC_13846","ERR11627512;ILLUMINA;Paired;;ERX11029635;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939730","ERS15933985","2023-09-16","2023-09-15","ESC_HB0655AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0656AA","NCTC_13846","ERR11627506;ILLUMINA;Paired;;ERX11029629;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939729","ERS15933984","2023-09-16","2023-09-15","ESC_HB0656AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0657AA","NCTC_13846","ERR11626835;ILLUMINA;Paired;;ERX11028958;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939728","ERS15933983","2023-09-16","2023-09-15","ESC_HB0657AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0658AA","NCTC_13846","ERR11626825;ILLUMINA;Paired;;ERX11028948;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939727","ERS15933982","2023-09-16","2023-09-15","ESC_HB0658AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0659AA","NCTC_13846","ERR11626818;ILLUMINA;Paired;;ERX11028941;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939726","ERS15933981","2023-09-16","2023-09-15","ESC_HB0659AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB0714AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11641207;ILLUMINA;Paired;;ERX11043189;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939717","ERS15933972","2023-09-17","2023-09-16","ESC_HB0714AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0715AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11641203;ILLUMINA;Paired;;ERX11043185;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939720","ERS15933975","2023-09-17","2023-09-16","ESC_HB0715AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0716AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11641202;ILLUMINA;Paired;;ERX11043184;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939721","ERS15933976","2023-09-17","2023-09-16","ESC_HB0716AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0717AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11641201;ILLUMINA;Paired;;ERX11043183;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939723","ERS15933978","2023-09-17","2023-09-16","ESC_HB0717AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0730AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11640165;ILLUMINA;Paired;;ERX11042164;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939725","ERS15933980","2023-09-17","2023-09-16","ESC_HB0730AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0732AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11640157;ILLUMINA;Paired;;ERX11042060;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939894","ERS15934149","2023-09-17","2023-09-16","ESC_HB0732AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0733AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11640144;ILLUMINA;Paired;;ERX11042047;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939722","ERS15933977","2023-09-17","2023-09-16","ESC_HB0733AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0734AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11640143;ILLUMINA;Paired;;ERX11042046;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939719","ERS15933974","2023-09-17","2023-09-16","ESC_HB0734AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0735AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11639986;ILLUMINA;Paired;;ERX11041889;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939718","ERS15933973","2023-09-17","2023-09-16","ESC_HB0735AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB8065AA","Not provided","ERR12247230;ILLUMINA;Paired;;ERX11658214;SRA","Companion Animal","Canine","Companion animals; Canis lupus familiaris; Not collecte; UTI: Cystocentesis Urine Sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"centre de ressources biologiques-filiere microbiologique, besancon","Escherichia coli","","",NA,"","","","","PRJEB67440","ERP152464","","SAMEA114494568","ERS16476223","2023-11-16","2023-11-08","ESC_HB8065AA",NA,167,"ST10 Cplx","A",NA,10,11,4,8,8,13,2
"ESC_HB8066AA","Not provided","ERR12251627;ILLUMINA;Paired;;ERX11662283;SRA","Companion Animal","Canine","Companion animals; Canis lupus familiaris; Not collecte; RT: Broncho-alveolar Washing",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"centre de ressources biologiques-filiere microbiologique, besancon","Escherichia coli","","",NA,"","","","","PRJEB67440","ERP152464","","SAMEA114494588","ERS16476243","2023-11-16","2023-11-08","ESC_HB8066AA",NA,7470,"ST350 Cplx","",NA,6,960,83,28,1,1,2
"ESC_HB8068AA","Not provided","ERR12249487;ILLUMINA;Paired;;ERX11660471;SRA","Companion Animal","Feline","Companion animals; Felis catus; Not collecte; RT: Nasal Specimen",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"centre de ressources biologiques-filiere microbiologique, besancon","Escherichia coli","","",NA,"","","","","PRJEB67440","ERP152464","","SAMEA114494569","ERS16476224","2023-11-16","2023-11-08","ESC_HB8068AA",NA,2179,"","AxB1",NA,9,65,5,18,11,8,6
"ESC_HB8920AA","NCTC_13846","ERR12305959;ILLUMINA;Paired;;ERX11682906;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639748","ERS17032981","2023-11-21","2023-11-21","ESC_HB8920AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB8921AA","NCTC_13846","ERR12305954;ILLUMINA;Paired;;ERX11682901;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639747","ERS17032980","2023-11-21","2023-11-21","ESC_HB8921AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB8922AA","NCTC_13846","ERR12305963;ILLUMINA;Paired;;ERX11682910;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639749","ERS17032982","2023-11-21","2023-11-21","ESC_HB8922AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB8924AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12305987;ILLUMINA;Paired;;ERX11682934;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639755","ERS17032988","2023-11-21","2023-11-21","ESC_HB8924AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB8926AA","NCTC_13846","ERR12305968;ILLUMINA;Paired;;ERX11682915;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639750","ERS17032983","2023-11-21","2023-11-21","ESC_HB8926AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_HB8929AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12305983;ILLUMINA;Paired;;ERX11682930;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639754","ERS17032987","2023-11-21","2023-11-20","ESC_HB8929AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB8931AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12305972;ILLUMINA;Paired;;ERX11682919;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639751","ERS17032984","2023-11-21","2023-11-20","ESC_HB8931AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB8933AA","NCTC_13846","ERR12305949;ILLUMINA;Paired;;ERX11682896;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639746","ERS17032979","2023-11-21","2023-11-20","ESC_HB8933AA",NA,457,"","",NA,101,88,97,108,26,79,2
